temperature,humidity,co2,fan_status
31.7,71.7,651.0,ON
24.0,61.1,733.0,OFF
14.8,67.3,320.0,OFF
18.6,69.9,463.0,OFF
27.0,38.4,827.0,OFF
30.0,49.4,1355.0,ON
30.5,31.9,403.0,ON
27.6,52.9,668.0,OFF
20.3,36.3,867.0,OFF
24.1,54.4,489.0,OFF
21.7,48.3,921.0,OFF
25.7,18.0,810.0,OFF
21.7,49.2,1003.0,ON
28.0,59.9,651.0,OFF
,72.7,416.0,ON
23.8,43.6,990.0,OFF
17.8,47.7,778.0,OFF
25.6,43.8,320.0,OFF
16.6,74.4,512.0,ON
18.4,65.4,668.0,OFF
21.6,49.3,562.0,OFF
25.8,72.3,522.0,ON
24.5,15.0,486.0,OFF
21.8,77.0,578.0,ON
27.7,67.5,429.0,OFF
27.8,50.2,781.0,OFF
24.1,61.3,406.0,OFF
20.2,18.5,790.0,OFF
19.0,51.8,623.0,OFF
14.7,43.1,706.0,OFF
22.1,75.3,658.0,ON
,91.2,787.0,ON
38.1,,424.0,ON
28.0,65.3,1097.0,ON
20.3,31.9,455.0,OFF
26.6,65.5,674.0,OFF
23.6,74.6,950.0,ON
29.3,45.5,757.0,ON
20.4,50.2,367.0,OFF
17.9,66.6,320.0,OFF
24.5,47.9,395.0,OFF
25.3,52.3,320.0,OFF
19.0,73.5,931.0,ON
23.7,25.7,9999.0,OFF
22.5,63.2,598.0,OFF
13.7,49.1,980.0,OFF
29.3,47.0,320.0,ON
22.6,72.3,652.0,ON
27.8,65.2,547.0,OFF
8.0,76.3,580.0,ON
27.6,59.5,698.0,OFF
20.5,58.7,494.0,OFF
21.1,65.0,932.0,OFF
25.4,47.7,323.0,OFF
22.1,,925.0,ON
26.0,39.4,-50.0,OFF
23.3,52.9,565.0,OFF
26.4,47.1,710.0,OFF
16.3,31.0,623.0,OFF
21.3,81.7,956.0,ON
21.9,45.7,790.0,OFF
22.6,75.9,423.0,ON
28.3,57.6,504.0,ON
,15.0,501.0,OFF
24.6,52.3,1121.0,ON
20.0,53.5,595.0,OFF
16.2,42.8,635.0,OFF
16.7,66.4,451.0,OFF
21.3,59.4,889.0,OFF
-55.0,55.5,1188.0,ON
31.5,43.6,542.0,ON
30.9,61.5,,ON
25.1,73.0,337.0,ON
26.5,28.7,682.0,OFF
24.4,37.7,606.0,OFF
13.0,87.8,660.0,ON
22.4,23.2,886.0,OFF
16.7,61.7,574.0,OFF
27.1,52.8,611.0,OFF
27.2,53.2,447.0,OFF
21.3,48.2,404.0,OFF
22.8,59.7,690.0,OFF
20.5,46.9,576.0,OFF
32.0,88.7,328.0,ON
24.6,66.2,732.0,OFF
16.2,63.0,475.0,OFF
27.3,25.7,,OFF
24.6,23.7,542.0,OFF
29.7,37.1,474.0,ON
11.0,58.4,694.0,OFF
26.0,64.8,688.0,OFF
30.6,44.1,701.0,ON
27.2,71.6,424.0,ON
22.0,64.9,998.0,OFF
21.3,28.4,591.0,OFF
27.7,40.2,849.0,OFF
21.0,80.7,1202.0,ON
14.1,44.8,457.0,OFF
25.6,85.1,1114.0,ON
,78.5,600.0,ON
18.0,45.8,910.0,OFF
21.1,26.5,651.0,OFF
24.8,48.0,951.0,OFF
27.2,15.0,654.0,OFF
15.6,20.3,840.0,OFF
24.1,67.8,-50.0,OFF
23.9,49.6,1054.0,ON
29.2,36.8,499.0,ON
20.6,62.6,563.0,OFF
37.1,69.7,774.0,ON
26.4,42.1,957.0,OFF
24.1,53.9,652.0,OFF
27.9,59.9,541.0,OFF
21.2,62.5,,OFF
22.0,33.4,826.0,OFF
17.4,40.1,598.0,OFF
21.6,33.8,,OFF
24.1,62.3,564.0,OFF
18.3,180.0,692.0,OFF
29.0,38.0,638.0,ON
22.0,65.6,348.0,OFF
19.7,43.2,442.0,OFF
,47.0,320.0,OFF
23.8,36.2,737.0,OFF
23.0,42.3,542.0,OFF
19.1,58.6,626.0,OFF
-55.0,59.2,1025.0,ON
23.2,74.1,559.0,ON
25.8,60.0,827.0,OFF
31.4,35.8,679.0,ON
19.2,34.2,683.0,OFF
22.5,66.7,569.0,OFF
31.9,28.2,688.0,ON
31.3,54.1,729.0,ON
25.8,78.5,734.0,ON
25.8,45.0,834.0,OFF
24.2,56.8,,OFF
27.4,68.0,443.0,OFF
30.6,53.5,596.0,ON
19.2,59.4,889.0,OFF
27.7,70.1,467.0,ON
24.7,60.7,751.0,OFF
26.8,52.4,494.0,OFF
25.4,35.3,1117.0,ON
25.9,69.4,674.0,OFF
26.1,54.7,771.0,OFF
25.6,61.0,829.0,OFF
30.3,49.7,784.0,ON
22.2,51.8,758.0,OFF
35.2,55.7,353.0,ON
22.2,87.9,893.0,ON
17.9,50.1,851.0,OFF
27.7,50.0,472.0,OFF
21.6,46.1,778.0,OFF
16.8,42.9,605.0,OFF
25.5,44.5,421.0,OFF
25.1,35.2,626.0,OFF
20.1,41.2,643.0,OFF
33.2,27.4,708.0,ON
26.8,61.9,512.0,OFF
23.5,58.7,466.0,OFF
15.9,60.2,12430.0,OFF
19.8,66.0,625.0,OFF
22.3,46.6,,OFF
250.0,55.0,601.0,OFF
20.4,72.4,352.0,ON
22.5,60.5,666.0,OFF
28.6,75.3,507.0,ON
26.4,43.9,742.0,OFF
20.9,43.6,733.0,OFF
34.4,31.5,1112.0,ON
32.2,46.3,983.0,ON
16.1,35.8,1182.0,ON
25.3,56.5,485.0,OFF
24.4,50.5,378.0,OFF
17.5,51.9,607.0,OFF
30.6,64.5,706.0,ON
22.4,60.6,628.0,OFF
20.4,39.8,441.0,OFF
27.3,29.6,505.0,OFF
28.9,60.9,,ON
19.4,50.7,692.0,OFF
21.0,76.4,518.0,ON
22.7,81.9,499.0,ON
25.2,66.8,841.0,OFF
22.7,62.1,658.0,OFF
21.8,62.4,665.0,OFF
30.0,63.2,320.0,ON
26.8,49.9,859.0,OFF
30.2,70.4,505.0,ON
21.8,73.2,747.0,ON
23.1,59.5,617.0,OFF
,44.3,320.0,OFF
32.8,67.2,773.0,ON
27.0,61.9,627.0,OFF
25.4,88.4,555.0,ON
25.5,66.2,809.0,OFF
26.7,43.1,808.0,OFF
27.5,69.4,642.0,OFF
21.8,68.0,943.0,OFF
32.4,54.0,948.0,ON
22.1,85.0,1089.0,ON
22.0,60.7,459.0,OFF
23.3,74.9,1042.0,ON
27.2,71.9,544.0,ON
26.4,82.0,481.0,ON
26.3,30.9,659.0,OFF
11.9,40.0,649.0,OFF
16.5,50.8,949.0,OFF
23.5,52.7,806.0,OFF
32.8,49.8,690.0,ON
35.5,59.8,742.0,ON
25.6,58.6,788.0,OFF
28.5,46.5,827.0,ON
,45.6,1077.0,ON
-55.0,60.5,826.0,OFF
28.3,34.4,485.0,ON
22.6,42.2,741.0,OFF
22.7,42.4,735.0,OFF
23.5,33.2,579.0,OFF
22.8,39.4,659.0,OFF
25.2,39.1,676.0,OFF
25.9,53.4,811.0,OFF
28.5,71.1,863.0,ON
28.0,73.5,705.0,ON
28.0,87.3,455.0,ON
24.6,85.5,468.0,ON
33.2,55.4,658.0,ON
22.9,23.7,865.0,OFF
20.2,55.8,809.0,OFF
26.8,63.2,320.0,OFF
24.5,49.9,402.0,OFF
23.1,25.2,890.0,OFF
32.9,88.3,901.0,ON
19.6,54.3,,OFF
27.7,83.0,353.0,ON
27.9,39.7,463.0,OFF
21.1,56.0,932.0,OFF
10.7,41.2,544.0,OFF
20.6,33.8,1071.0,ON
22.9,46.3,,OFF
35.8,44.1,502.0,ON
23.9,50.1,600.0,OFF
21.9,23.1,1048.0,ON
25.9,72.9,1256.0,ON
34.2,61.2,1129.0,ON
12.7,77.8,643.0,ON
24.7,56.4,322.0,OFF
27.6,44.1,746.0,OFF
25.1,52.3,953.0,OFF
25.5,43.3,555.0,OFF
22.5,57.0,358.0,OFF
21.3,55.2,581.0,OFF
18.4,62.9,495.0,OFF
27.2,37.8,947.0,OFF
18.6,60.2,360.0,OFF
24.7,41.4,800.0,OFF
36.1,71.5,727.0,ON
25.5,74.9,395.0,ON
30.3,50.7,472.0,ON
37.5,40.1,734.0,ON
26.8,48.6,556.0,OFF
14.8,70.2,387.0,ON
16.6,66.5,601.0,OFF
,67.7,720.0,OFF
23.9,49.9,1114.0,ON
26.6,59.5,714.0,OFF
21.7,36.0,595.0,OFF
23.2,57.5,506.0,OFF
21.5,,779.0,ON
23.6,51.4,663.0,OFF
28.3,57.3,330.0,ON
21.9,55.8,446.0,OFF
27.4,43.7,873.0,OFF
36.2,71.9,619.0,ON
25.0,57.8,713.0,OFF
25.1,47.9,736.0,OFF
14.5,37.9,320.0,OFF
14.3,38.6,905.0,OFF
23.4,77.8,448.0,ON
16.9,84.3,428.0,ON
17.2,24.3,799.0,OFF
23.0,82.2,502.0,ON
16.6,37.2,721.0,OFF
26.9,62.3,587.0,OFF
20.7,62.8,320.0,OFF
16.7,75.7,785.0,ON
20.2,28.0,910.0,OFF
26.7,78.1,937.0,ON
26.0,35.0,546.0,OFF
30.5,64.5,565.0,ON
24.9,51.1,12430.0,OFF
24.2,77.7,330.0,ON
30.8,150.0,527.0,ON
25.8,56.7,924.0,OFF
20.0,62.8,1160.0,ON
16.9,51.5,406.0,OFF
26.3,59.6,399.0,OFF
21.1,43.3,813.0,OFF
23.9,,635.0,OFF
23.4,61.5,385.0,OFF
28.6,39.3,718.0,ON
22.3,43.0,417.0,OFF
21.6,61.0,630.0,OFF
36.2,57.5,705.0,ON
22.5,42.3,897.0,OFF
28.1,50.9,483.0,ON
20.5,51.2,840.0,OFF
29.1,48.0,838.0,ON
23.3,20.3,378.0,OFF
28.2,67.4,868.0,ON
17.4,27.3,832.0,OFF
24.3,42.1,850.0,OFF
-999.0,64.5,320.0,OFF
30.4,42.3,377.0,ON
18.9,54.4,505.0,OFF
26.9,52.9,560.0,OFF
26.1,51.8,686.0,OFF
30.0,61.1,521.0,ON
24.6,53.9,591.0,OFF
26.8,46.5,661.0,OFF
34.2,36.3,1021.0,ON
,44.7,681.0,OFF
19.4,23.0,645.0,OFF
28.9,36.3,645.0,ON
120.0,44.6,348.0,OFF
15.0,57.7,320.0,OFF
27.8,90.1,630.0,ON
22.5,66.7,498.0,OFF
20.6,55.9,520.0,OFF
25.0,42.9,507.0,OFF
26.9,50.1,332.0,OFF
17.9,45.9,353.0,OFF
24.5,78.2,698.0,ON
25.5,76.2,427.0,ON
25.1,16.2,414.0,OFF
20.8,22.1,667.0,OFF
-999.0,49.7,982.0,ON
18.4,63.2,648.0,OFF
22.4,75.6,837.0,ON
27.1,46.9,488.0,OFF
24.0,38.6,650.0,OFF
16.1,48.6,550.0,OFF
19.5,51.5,835.0,OFF
26.4,77.3,724.0,ON
120.0,59.2,574.0,OFF
23.3,70.3,725.0,ON
19.2,45.1,563.0,OFF
23.7,69.7,582.0,OFF
22.9,43.6,934.0,OFF
25.1,68.7,634.0,OFF
27.2,62.7,986.0,OFF
27.8,73.0,567.0,ON
31.2,60.3,764.0,ON
23.2,76.5,325.0,ON
25.0,59.3,786.0,OFF
25.0,42.6,592.0,OFF
32.1,,342.0,ON
17.7,46.3,928.0,OFF
24.5,68.5,320.0,OFF
14.8,44.9,488.0,OFF
23.1,57.8,738.0,OFF
19.5,66.1,887.0,OFF
23.2,51.7,448.0,OFF
19.3,59.4,475.0,OFF
28.3,26.9,440.0,ON
25.9,55.6,400.0,OFF
18.2,63.7,516.0,OFF
32.1,39.0,707.0,ON
26.7,67.8,,OFF
24.5,78.7,619.0,ON
31.1,78.5,558.0,ON
,75.8,891.0,ON
22.4,59.6,555.0,OFF
14.3,80.2,1076.0,ON
24.7,52.7,797.0,OFF
24.5,56.6,854.0,OFF
28.1,53.3,404.0,ON
24.1,78.7,615.0,ON
27.2,44.2,710.0,OFF
33.0,57.9,671.0,ON
25.1,53.5,724.0,OFF
24.4,67.2,638.0,OFF
17.1,61.1,489.0,OFF
22.1,43.7,666.0,OFF
16.4,999.0,455.0,OFF
25.8,77.0,320.0,ON
19.0,43.1,757.0,OFF
30.5,53.7,694.0,ON
24.8,48.1,832.0,OFF
32.6,35.6,414.0,ON
18.7,59.3,989.0,OFF
17.6,66.2,751.0,OFF
22.7,51.8,672.0,OFF
20.7,55.9,757.0,OFF
17.7,76.0,406.0,ON
26.6,16.3,807.0,OFF
26.0,44.0,936.0,OFF
23.2,63.6,334.0,OFF
24.2,29.1,673.0,OFF
28.3,74.9,320.0,ON
21.9,47.3,539.0,OFF
26.3,66.5,552.0,OFF
24.5,57.8,889.0,OFF
22.9,78.7,,ON
22.0,57.1,412.0,OFF
27.2,68.1,618.0,OFF
,47.5,621.0,OFF
25.8,68.5,1001.0,ON
27.3,42.0,417.0,OFF
27.2,61.3,658.0,OFF
27.8,73.7,754.0,ON
23.2,47.7,693.0,OFF
23.1,76.4,417.0,ON
20.6,36.0,867.0,OFF
28.9,61.3,802.0,ON
8.4,62.1,670.0,OFF
28.5,49.7,955.0,ON
23.1,53.4,824.0,OFF
29.2,70.0,588.0,ON
24.7,49.5,608.0,OFF
22.8,32.0,320.0,OFF
20.0,90.5,12430.0,ON
20.3,53.3,644.0,OFF
26.1,44.3,658.0,OFF
24.4,39.8,,OFF
29.0,61.2,868.0,ON
19.6,70.0,880.0,OFF
30.2,33.5,377.0,ON
33.9,62.5,897.0,ON
25.1,50.1,757.0,OFF
23.2,61.9,730.0,OFF
29.5,78.0,320.0,ON
29.6,66.3,522.0,ON
27.7,76.2,1016.0,ON
27.9,15.0,579.0,OFF
14.8,55.1,12430.0,OFF
29.2,,493.0,ON
24.5,64.0,637.0,OFF
28.5,77.2,,ON
21.0,48.1,400.0,OFF
27.4,66.7,501.0,OFF
25.7,43.7,726.0,OFF
,73.7,388.0,ON
22.7,54.1,863.0,OFF
36.3,34.8,320.0,ON
22.8,63.6,781.0,OFF
25.0,30.3,438.0,OFF
25.2,54.9,501.0,OFF
28.7,33.1,662.0,ON
29.0,30.0,821.0,ON
26.2,56.1,853.0,OFF
24.5,40.9,624.0,OFF
26.9,67.5,833.0,OFF
85.0,48.6,859.0,OFF
16.8,54.1,978.0,OFF
29.1,66.5,493.0,ON
22.4,72.8,1059.0,ON
24.5,47.1,472.0,OFF
18.3,45.4,450.0,OFF
19.4,26.9,570.0,OFF
29.1,53.4,760.0,ON
18.1,43.7,526.0,OFF
17.6,70.9,836.0,ON
19.2,22.0,572.0,OFF
18.6,37.2,492.0,OFF
25.9,54.2,810.0,OFF
21.0,53.4,548.0,OFF
27.3,63.1,721.0,OFF
24.8,-12.0,817.0,OFF
35.2,84.7,760.0,ON
16.5,59.3,494.0,OFF
13.1,49.1,728.0,OFF
25.6,22.1,790.0,OFF
22.4,41.6,911.0,OFF
20.6,50.0,947.0,OFF
28.5,53.1,633.0,ON
18.0,76.6,403.0,ON
30.6,55.6,727.0,ON
23.1,78.6,320.0,ON
16.9,78.2,320.0,ON
22.1,67.9,475.0,OFF
13.9,53.1,340.0,OFF
23.4,15.0,412.0,OFF
15.3,38.8,320.0,OFF
9.2,53.1,768.0,OFF
30.0,52.0,871.0,ON
24.2,61.2,490.0,OFF
22.6,42.5,940.0,OFF
25.7,30.9,320.0,OFF
24.1,55.6,320.0,OFF
34.0,64.5,740.0,ON
17.4,69.2,491.0,OFF
22.0,30.5,956.0,OFF
18.9,67.5,894.0,OFF
20.8,72.2,421.0,ON
25.5,50.5,320.0,OFF
17.4,60.3,623.0,OFF
18.3,25.3,1234.0,ON
26.5,-40.0,343.0,OFF
,61.0,547.0,OFF
,74.9,930.0,ON
29.0,51.6,605.0,ON
28.5,77.9,583.0,ON
25.0,71.0,,ON
31.0,61.9,717.0,ON
25.2,57.0,526.0,OFF
30.8,40.5,829.0,ON
20.6,58.7,810.0,OFF
33.1,58.3,560.0,ON
,78.9,648.0,ON
21.0,44.9,546.0,OFF
17.7,45.0,467.0,OFF
26.9,33.8,1019.0,ON
20.8,63.6,767.0,OFF
19.1,83.0,1062.0,ON
20.4,62.6,881.0,OFF
22.1,34.0,448.0,OFF
25.0,39.0,995.0,OFF
28.3,42.1,1382.0,ON
28.7,,829.0,ON
22.8,59.1,320.0,OFF
22.2,46.4,519.0,OFF
26.0,37.8,436.0,OFF
24.5,77.3,796.0,ON
25.5,43.1,913.0,OFF
26.3,48.5,491.0,OFF
23.1,71.3,779.0,ON
22.5,50.4,390.0,OFF
20.1,33.3,-50.0,OFF
21.2,40.4,640.0,OFF
25.1,29.6,1048.0,ON
18.1,74.2,811.0,ON
29.3,35.2,1109.0,ON
19.9,49.6,766.0,OFF
22.9,50.6,822.0,OFF
,64.8,494.0,ON
30.1,68.0,528.0,ON
27.3,42.5,1130.0,ON
28.0,33.0,622.0,OFF
20.9,56.3,762.0,OFF
19.1,26.5,405.0,OFF
18.6,61.0,440.0,OFF
24.2,57.9,710.0,OFF
17.4,58.5,991.0,OFF
26.6,36.9,724.0,OFF
14.4,76.9,477.0,ON
20.5,61.5,320.0,OFF
27.0,52.0,714.0,OFF
30.8,43.8,,ON
30.5,57.8,568.0,ON
19.5,50.7,812.0,OFF
26.0,59.2,1069.0,ON
26.9,56.3,893.0,OFF
20.7,54.2,628.0,OFF
22.4,56.2,673.0,OFF
20.3,61.0,693.0,OFF
24.1,40.7,533.0,OFF
19.8,55.4,463.0,OFF
30.0,53.8,542.0,ON
22.6,,765.0,OFF
27.5,53.9,475.0,OFF
25.6,60.2,951.0,OFF
23.0,90.4,328.0,ON
250.0,53.9,458.0,OFF
28.4,55.7,863.0,ON
27.0,76.0,899.0,ON
12.3,29.0,860.0,OFF
21.9,49.8,603.0,OFF
19.8,50.8,839.0,OFF
19.4,59.6,718.0,OFF
24.9,47.7,-500.0,OFF
23.9,69.2,-500.0,OFF
26.9,31.4,1033.0,ON
19.5,48.4,888.0,OFF
25.0,67.0,457.0,OFF
23.9,50.7,756.0,OFF
25.7,54.9,847.0,OFF
24.4,39.4,474.0,OFF
29.7,77.9,12430.0,ON
20.2,46.1,715.0,OFF
17.5,59.5,636.0,OFF
28.1,74.6,320.0,ON
28.8,31.0,647.0,ON
30.7,46.6,320.0,ON
16.1,42.3,729.0,OFF
26.3,64.6,842.0,OFF
19.5,84.4,735.0,ON
18.3,79.9,892.0,ON
27.7,,660.0,OFF
24.8,28.7,,OFF
21.2,71.1,614.0,ON
25.1,53.0,747.0,OFF
29.0,49.2,397.0,ON
22.5,26.9,521.0,OFF
21.8,45.0,678.0,OFF
25.2,55.7,703.0,OFF
30.2,73.6,539.0,ON
25.7,71.1,320.0,ON
26.2,55.1,837.0,OFF
22.0,56.8,320.0,OFF
20.3,50.3,608.0,OFF
23.7,42.8,692.0,OFF
23.6,60.4,736.0,OFF
29.5,53.5,576.0,ON
22.8,59.9,928.0,OFF
30.1,39.7,,ON
20.5,55.4,431.0,OFF
22.3,59.8,421.0,OFF
28.2,53.2,536.0,ON
22.2,48.2,947.0,OFF
24.1,60.0,837.0,OFF
21.8,43.7,813.0,OFF
24.0,49.1,643.0,OFF
18.1,48.1,668.0,OFF
20.3,71.7,750.0,ON
17.1,63.2,911.0,OFF
30.8,54.5,901.0,ON
22.7,58.1,516.0,OFF
,68.0,320.0,OFF
33.4,60.7,406.0,ON
27.5,73.8,685.0,ON
31.0,48.6,892.0,ON
20.3,41.2,,OFF
22.2,40.3,363.0,OFF
27.8,,732.0,OFF
30.5,66.8,320.0,ON
17.4,80.6,423.0,ON
23.8,24.6,1044.0,ON
22.9,63.3,690.0,OFF
29.2,75.9,689.0,ON
31.0,63.7,,ON
17.7,53.4,446.0,OFF
30.3,47.3,1103.0,ON
27.5,41.7,888.0,OFF
16.2,41.8,350.0,OFF
19.1,57.0,593.0,OFF
16.5,58.1,978.0,OFF
18.3,29.8,954.0,OFF
14.3,95.0,512.0,ON
26.3,50.9,905.0,OFF
27.4,43.3,627.0,OFF
38.1,55.1,520.0,ON
21.9,51.3,488.0,OFF
29.5,78.6,320.0,ON
23.4,66.8,826.0,OFF
15.4,48.8,325.0,OFF
30.1,38.3,733.0,ON
25.2,56.3,320.0,OFF
22.5,66.6,591.0,OFF
29.0,60.1,753.0,ON
19.7,69.4,603.0,OFF
22.5,49.0,760.0,OFF
22.9,63.8,685.0,OFF
23.4,59.9,887.0,OFF
21.9,59.6,860.0,OFF
40.0,17.3,689.0,ON
15.9,78.8,691.0,ON
19.9,78.7,942.0,ON
17.2,50.5,764.0,OFF
22.6,65.0,637.0,OFF
28.6,56.4,703.0,ON
33.0,75.0,393.0,ON
21.3,999.0,581.0,OFF
14.6,56.5,703.0,OFF
19.9,67.9,599.0,OFF
17.1,45.2,1237.0,ON
-999.0,29.8,621.0,OFF
20.3,52.1,684.0,OFF
27.5,60.6,,OFF
21.0,28.1,463.0,OFF
,18.3,656.0,OFF
24.3,63.1,,OFF
25.6,39.2,505.0,OFF
19.7,56.7,544.0,OFF
29.9,51.8,740.0,ON
27.2,52.0,412.0,OFF
35.7,48.5,615.0,ON
23.3,54.6,-50.0,OFF
30.2,62.9,637.0,ON
23.9,44.9,415.0,OFF
26.5,53.9,671.0,OFF
29.8,25.6,755.0,ON
29.5,25.9,829.0,ON
25.1,43.0,352.0,OFF
25.4,33.2,981.0,OFF
30.1,26.1,402.0,ON
20.8,64.4,976.0,OFF
22.7,71.5,557.0,ON
21.5,60.3,928.0,OFF
21.2,63.9,667.0,OFF
31.4,48.6,855.0,ON
18.3,52.3,1231.0,ON
28.9,75.0,343.0,ON
21.8,66.6,401.0,OFF
29.1,50.8,847.0,ON
26.7,51.6,641.0,OFF
19.2,83.2,320.0,ON
20.4,61.6,389.0,OFF
31.1,42.4,615.0,ON
19.5,57.7,539.0,OFF
26.5,73.7,696.0,ON
28.8,62.6,320.0,ON
20.8,49.5,400.0,OFF
26.5,,558.0,OFF
24.7,70.2,1004.0,ON
27.1,50.9,1015.0,ON
30.0,40.0,443.0,ON
27.2,58.1,764.0,OFF
20.0,52.8,532.0,OFF
26.2,,622.0,OFF
21.4,53.5,484.0,OFF
18.3,89.4,763.0,ON
23.4,65.6,357.0,OFF
25.2,75.2,761.0,ON
25.5,48.5,903.0,OFF
18.6,24.0,539.0,OFF
23.7,63.2,679.0,OFF
20.1,95.0,784.0,ON
22.4,68.7,617.0,OFF
27.2,93.4,710.0,ON
23.8,50.1,417.0,OFF
25.6,45.9,534.0,OFF
15.1,61.2,581.0,OFF
22.5,41.1,402.0,OFF
20.6,71.4,,ON
16.5,72.5,723.0,ON
23.4,66.9,1081.0,ON
20.0,41.1,769.0,OFF
30.7,74.1,607.0,ON
20.1,77.2,597.0,ON
28.5,46.5,978.0,ON
23.1,72.3,518.0,ON
15.5,51.4,384.0,OFF
30.2,90.3,648.0,ON
31.9,69.6,772.0,ON
21.8,42.7,492.0,OFF
32.6,64.9,368.0,ON
23.8,53.5,918.0,OFF
27.8,61.8,768.0,OFF
16.6,,703.0,OFF
25.6,61.3,613.0,OFF
19.7,45.8,563.0,OFF
22.3,45.4,945.0,OFF
27.3,56.9,951.0,OFF
,65.7,1157.0,ON
22.7,25.4,573.0,OFF
16.5,89.9,320.0,ON
26.2,49.8,812.0,OFF
30.9,73.8,830.0,ON
20.1,56.7,941.0,OFF
17.4,79.0,324.0,ON
21.9,54.5,795.0,OFF
250.0,58.5,639.0,OFF
26.7,87.1,1175.0,ON
21.7,51.7,853.0,OFF
25.4,47.4,458.0,OFF
20.7,60.1,344.0,OFF
29.6,53.7,432.0,ON
27.6,46.3,320.0,OFF
22.7,85.8,566.0,ON
27.1,74.9,744.0,ON
23.6,51.3,963.0,OFF
22.8,92.1,668.0,ON
27.0,64.9,723.0,OFF
27.3,82.2,412.0,ON
23.9,57.0,886.0,OFF
25.8,54.1,320.0,OFF
15.5,55.3,638.0,OFF
20.0,29.3,1137.0,ON
26.3,53.8,496.0,OFF
19.2,64.0,655.0,OFF
34.3,42.3,689.0,ON
14.6,32.3,642.0,OFF
31.9,51.9,661.0,ON
25.0,87.6,900.0,ON
22.1,62.7,608.0,OFF
22.6,60.5,450.0,OFF
24.2,49.0,859.0,OFF
17.0,63.7,599.0,OFF
28.6,-12.0,719.0,ON
30.4,63.5,563.0,ON
22.5,49.2,707.0,OFF
28.9,62.3,761.0,ON
18.1,47.4,769.0,OFF
23.6,59.3,544.0,OFF
120.0,53.0,1006.0,ON
21.0,88.5,791.0,ON
20.4,42.3,773.0,OFF
23.9,43.1,468.0,OFF
-999.0,49.0,798.0,OFF
22.5,60.0,847.0,OFF
24.2,57.0,445.0,OFF
22.2,71.8,704.0,ON
17.5,83.9,682.0,ON
27.8,79.6,643.0,ON
27.2,53.7,937.0,OFF
26.0,49.2,1010.0,ON
23.5,41.3,456.0,OFF
30.8,73.3,320.0,ON
25.1,27.1,401.0,OFF
30.6,56.0,772.0,ON
28.6,65.5,491.0,ON
24.9,46.2,866.0,OFF
31.2,60.5,781.0,ON
19.7,71.9,631.0,ON
23.1,44.9,,OFF
27.7,30.4,847.0,OFF
31.2,44.8,320.0,ON
26.1,67.2,-50.0,OFF
30.3,39.5,655.0,ON
21.6,46.4,753.0,OFF
23.1,74.7,357.0,ON
28.7,47.5,808.0,ON
30.5,75.6,1186.0,ON
30.3,76.4,864.0,ON
25.7,33.1,693.0,OFF
17.8,35.3,379.0,OFF
18.8,70.3,723.0,ON
27.2,35.9,524.0,OFF
19.9,54.6,624.0,OFF
25.6,46.3,622.0,OFF
22.0,56.3,457.0,OFF
19.9,80.7,706.0,ON
27.4,56.9,813.0,OFF
25.9,51.8,502.0,OFF
22.9,59.8,692.0,OFF
24.3,41.7,557.0,OFF
17.7,45.2,668.0,OFF
31.4,47.1,522.0,ON
14.9,180.0,465.0,ON
29.7,55.8,789.0,ON
26.9,48.8,916.0,OFF
26.7,67.6,755.0,OFF
,54.5,838.0,OFF
23.0,53.6,507.0,OFF
33.5,50.6,1069.0,ON
24.2,60.2,364.0,OFF
28.6,72.9,740.0,ON
17.6,46.2,503.0,OFF
23.0,58.0,320.0,OFF
25.1,65.1,756.0,OFF
26.1,29.3,478.0,OFF
25.7,53.3,,OFF
24.1,28.4,463.0,OFF
29.4,48.6,643.0,ON
17.1,64.3,910.0,OFF
23.6,47.0,,OFF
21.4,89.5,923.0,ON
30.9,51.5,779.0,ON
28.0,43.5,447.0,OFF
20.0,45.9,541.0,OFF
-55.0,41.5,525.0,OFF
23.9,82.9,729.0,ON
27.5,51.6,379.0,OFF
21.3,49.7,799.0,OFF
,53.1,1052.0,ON
28.1,51.6,924.0,ON
28.2,81.7,685.0,ON
24.8,36.5,525.0,OFF
17.2,56.3,612.0,OFF
85.0,67.0,582.0,ON
28.4,39.9,1116.0,ON
27.6,51.0,502.0,OFF
24.0,46.4,320.0,OFF
24.9,60.3,630.0,OFF
24.2,38.3,570.0,OFF
17.6,57.2,691.0,OFF
19.4,47.2,658.0,OFF
27.4,27.7,588.0,OFF
17.9,88.5,443.0,ON
26.3,54.9,776.0,OFF
26.2,56.3,528.0,OFF
28.4,57.6,984.0,ON
21.6,38.9,600.0,OFF
23.1,38.7,610.0,OFF
26.3,34.6,898.0,OFF
30.2,35.5,435.0,ON
31.7,24.7,493.0,ON
21.2,62.6,529.0,OFF
22.9,64.6,663.0,OFF
24.2,58.2,745.0,OFF
28.9,45.6,585.0,ON
,55.4,807.0,OFF
33.1,50.4,501.0,ON
23.0,25.3,1081.0,ON
31.2,53.1,517.0,ON
19.7,53.4,787.0,OFF
19.2,38.8,817.0,OFF
24.7,80.6,785.0,ON
17.4,36.9,1042.0,ON
31.7,60.9,476.0,ON
26.5,54.2,742.0,OFF
14.5,48.2,749.0,OFF
23.1,43.9,813.0,OFF
19.2,48.3,650.0,OFF
23.5,37.7,574.0,OFF
28.6,70.3,1018.0,ON
23.7,46.7,656.0,OFF
17.2,60.6,523.0,OFF
,52.9,794.0,OFF
